reviewer_name,rating,date,review_text
Kholifah Hariyani,5,2 tahun lalu,"Alun-Alun Kota Wisata Batu menjadi spot area wisata tersendiri yang menarik untuk dikunjungi. Area Alun-Alun tidak hanya bisa jadi alternatif untuk nongkrong sekadar menikmati taman saja, tapi juga tersedia area playground outdoor yang cukup luas dan nyaman untuk tempat bermain anak-anak. Area playground ini merupakan fasilitas gratis yang disediakan pihak pengelola Alun-Alun Kota Wisata Batu. Selain itu, di Alun-Alun Kota Wisata Batu juga terdapat permainan berbayar, yaitu komedi putar dan bianglala. Biayanya sangat terjangkau, terlebih bianglala, yang dengan menaikinya, kita bisa menikmati pemandangan Kota Wisata Batu dari ketinggian. Yuk, berkunjung ke Alun-Alun Kota Wisata Batu 😍😍 Tersedia area playground outdoor yang cukup luas dan nyaman untuk anak-anak."
Rika Nurhanipah,5,setahun lalu,"Langganan mampir tiap kali kebatu, banyak jajanan, selalu ramai jd sedikit waspada sama copet, hehe Update april 2023, harga jajanan sekarang lebih mahal drpd tahun kemarin, efek inflasi kali ya, hehe jadi mikir² klo mau beli jajan kesini lagi  "
ningida,5,8 bulan lalu,Makin rapih dibandingkan dulu. Semoga bianglalanya berfungsi kembali.  
Thomas Dwi,5,5 tahun lalu,"Tempatnya cukup luas, ada wahana bermainnya untuk anak. Ada juga wisata kuliner di situ, banyak pula apalagi yang bebakaran. Kalo kesana lebih baik beli jajan dulu, baru jalan2 di alun alunnya wkwkwk. Kalian harus cobain pos ketan sama susu ganesha. Recommended. Jangan lupa like dan share ya, peace ✌😁 …  2 "
Cholishotul Amali,5,setahun lalu,"Datang saat high season, ruameee bgt tapi ga tau kenapa rasanya seneng gt vibesnya. Bianglala dlm proses perbaikan, banyak kuliner yg patut dicoba hati2 kalap yaa.  "
MP,5,4 tahun lalu, 
Yayuk Kasiati,5,4 tahun lalu,"Tempatnya asri, enak buat duduk² santai sambil ngobrol bersama keluarga. Ada mainan anaknya jg.. jika beruntung bisa naik bianglala yg besar, bisaelihat keundahan kota batu dan karena bianglalanya lambat jadi di atas tidak terasa. Jadi astikanndeh untuk naik bianglala di alun - alun batu.  3 "
Retnowiles11,4,setahun lalu,Tempat hiburan murah meriah bersama keluarga. Ditaman alun-alun KotaBatu. Tempat bermain anak2 buat santai bersama keluarga. Dgn udara sore yg sejuk dekat alun-alun Kota Batu. Ada permandian air hangatnya juga yach. 😁😁 pas kesana. Tidak survey hanya jalan2 di sekitaran alun-alun saja. Btw.. Asek sambil ngopi sore.. Jalan2 santai …  
Nabila Anisya Rachma,5,4 tahun lalu, 
Bang SUB,5,2 bulan lalu,"Alun alun Batu yang sekarang memang ramai, banyak hal Baru serta sentra PKL yang juga banyak, jadi mau makan apa tinggal pilih. Tapi masalahnya beberapa ruas jalan yang harus ditutup, jadi kalo kita mo pesen ojol bakal kesusahan banget.  "
Abdullah khalim,5,2 tahun lalu,"Tempat refresing untuk keluarga yang menyenangkan dengan berbagai mainan anak-2, kuliner dan jajanan yg beraneka ragam. Tempatnya bersih, rapi, aman & nyaman. Dilengkapi tempat belanja oleh-2, pakaian di Plaza Batu sebelahnya. Dan yang terpenting ada Masjid jami' kota Batu di depannya, sekalian parkir roda 4, roda 2 yg tertip & aman. 👌🏻👍🏻🙏🏻  "
eurazmy,5,2 tahun lalu,Ada banyak kegiatan yang bisa dilakukan disini. Terbuka untuk semua kalangan umur. Ya karena ini memang di pusat kotanya. Mau kuliner? banyak pilihan. Mau jalan-jalan? Recommended. Kalau mau refreshing dan merasakan sensasi keramaian dan udara dingin dgn sederhana? ya disini tempat yang cocok.  1 
Seun Henz,3,3 tahun lalu,"alun2 kota batu yg paling ramai penuh sesak pedagang dimana2 banyak pilihan makanan dan cemilan , oh ya klo mau naik ferish wheel kena harga 5rb ada jadwal operasinya , klo ke batu jgn lupa nyoba ice cream nya enak+ terjangkau , jalan masuk ke taman alun2 batu dijadikan satu pintu masuk ke taman , sayang banyak banget sampah berserakan kotor dan jrg ada tempat sampah harusnya disediakan tong sampah di semua tempat toh penjualnya banyak polll ruwet deh  "
IRMA WIDY,5,9 bulan lalu,Tempat wisata yang murah meriah. Makanan lengkap pula. Sayang bianglalanya dalam perawatan yang ga selesai2. Terus sekarang ga ada bapak-bapak satpam yang keliling buat ngingetin orang2 yang merokok atau buang sampah sembarangan.  
Cak Pendik,5,2 tahun lalu,"Tempat yang cukup nyaman untuk jalan"" Dengan keluarga, kesini pada malam hari. Banyak yang jual makanan karena ada pasar di sebelah alun-alun. Disebelah juga ada masjid sehingga bagi yang muslim bisa melakukan ibadah jika berada di area alun-alun.  "
Vara Chands,5,4 tahun lalu,"Ramai sekali ketika long weekend, jajanan dan makanan banyak tersedia.. Sejuk banyak pohon2, dan banyak tempat duduk tersedia.. Ada playground untuk anak2 dan biang lala untuk melihat kota batu dari ketinggian  "
Ye Rachmanda,5,4 tahun lalu,"Alun² ikon KWB yang always rameeeeh sepi pas coronahh doang Fasilitas lengkap ada toilet dan tempat bermain anak, smoking area, makin cantik dan rimbun krn baru ditambahin hanging plant.  2 "
tsuwai,5,3 tahun lalu,"Tempat outdoor yang cocok buat kuliner malem atau sekedar nemenin anak main main disekitaran dalam alun alunnya ada bianglala, lampion, dan air mancur Ada banyak hiburan buat trip keluarga yang bawa anak misal naik kuda keliling alun2, atau naik mobil lampu led keliling sekitar daerah alun2 batu.  4 "
Destri Ana,5,9 bulan lalu,"Setelah sekitar satu tahun lalu ke area ini, udah banyak yang berubah, terlebih tulisan alun-alunnya, lalu bianglalanya udah nggak nyala lagi lampunya saat saya ke sana, dan udah nggak beroperasi juga sejak lama, area tamannya cukup luas dan bagus, banyak air mancur dan kolam, cocok untuk anak-anak bermain, di sekitar alun-alun juga ada area taman jajan, walaupun beberapa agak pricey.  "
Novita Oktavilia,5,2 bulan lalu,"Tempat bermain untuk anak aman, areanya bersih, yg paling menyenangkan banyak sekali penjual makanan yg relate sama kantong👍 …  "
Fhitri Maya,5,setahun lalu,"Cukup ramai dan ada tempat bermain anak-anak, cocok buat bersantai bersama keluarga juga teman. Walaupun tidak luas, cukup senang anak-anak bermain dan bisa menikmatinya. Bersih dan terawat"
Saptono Joko Sulistya,4,2 tahun lalu, 
Dieni Minhajuhayati,5,setahun lalu,"Ramah anak, adem, sejuk, bersih, dikelilingi banyak oleh-oleh. Ada area bermain juga. Tapi sayang komedi putarnya lagi rusak. Tidak mahal, antrian lumayan panjang, mungkin karena weekend. Komedi putar lagi rusak."
Dicky Irwanto,5,3 bulan lalu,"Untuk lokasi sangat bagus, terawat, dan gratis. Banyak lokasi parkir yg dapat digunakan untuk roda 2 dan 4. Tersedianya Playground dan air mancur yang dapat diakses secara gratis oleh pengunjung  "
P,1,3 minggu lalu,"Parkir menggunakan karcis, tapi karcis bekas lungset dan kotor. tidak ambil baru, sama aja gada restribusi ke pemda setempat  "
Siti Nur Lailatul Qorik 145,5,setahun lalu, 1 
Andycha Raza,4,3 tahun lalu,"Sharing cerita saja,. Untuk irit juga, datang pagi di alun2 batu, mandi bersih2 ada di samping masjid tempat mandi + air hangat cuma 8000, Di sampingnya juga ada nasi kuning 5000an, Langaung bisa main di alun2,. Malam juga bagus, wahana keranjang tiket 5000,. Makan malam di bebek sby yg cukup murah,. Mungkin mau bermalam ada homestay yg recom ""wukirMas"", harga 100-200 ada 2 / 4 org per kamarnya  3 "
B Dedy Fajar,4,4 tahun lalu,"Gak ada kata bosan untuk maen-maen kesini. Terlebih sekarang PKL sudah diberikan tempt khusus yang lebih rapi. Jari pengunjung bisa betah dialun2 tanpa ada gangguan. Enaknya lagi, pengamen gak bisa masuk alun2. Klo duduk2 kan bisa nyaman dan menikmati. Para PKL juga menyediakan beragam makanan dan harganya terbilang ekonomis kok.  "
Fatkur Rochim,5,4 tahun lalu,"Keren, ramah anak, banyak fasilitas, seperti toilet, taman bermain anak, wahana permainan. Jajanan kaki lima banyak sekali bikin bingung. Sempol, cilok, nasgor, dimsum, dll. Ada juga delman buat keliling2. Buat yg ga takut ketinggian bisa coba wahana kicir angin bayar 5 ribu rupiah  "
Widi Hastuti,5,2 tahun lalu, 2 
Rafka Genius,5,setahun lalu,"Bagus, dan tidak perlu diragukan lagi untuk tamannya"
Tionusa Catur Pamungkas,4,setahun lalu,"Taman yang ramai dan indah dengan banyaknya pedagang yang rapi terstruktur, terdapat masjid yang cukup besar diseberang taman, kurangnya lahan parkir yang memadai.  1 "
Syirhanna Syirhanna,5,5 tahun lalu, 
Hisyam Panagara,5,3 tahun lalu,"Alun-alun kota Batu ini termasuk salah satu destinasi bagi warga lokal dan wisatawan dari berbagai daerah, di kelilingi oleh berbagai macam jajanan dan makanan berat. Cocok juga untuk family time, quality time dengan kekasih dan juga teman-teman. Tempatnya bersih dan fasilitas nya pun lengkap. Destinasi wisata wajib dikunjungi saat anda sedang berada di Batu. ""Kapan lagi kalau tidak sekarang"" Selamat menikmati ""Panjang umur hal-hal baik"" Salam kasih dan sayang  1 "
Dini,5,3 tahun lalu,"Alun-alun hiburan warga lokal dan yang sedang wisata. Letaknya strategis di pusat kota. Dekat dengan berbagai macam kuliner dan juga masjid agung an-nur. Terdapat permainan bianglala dan kuda putar untuk anak-anak. Ada juga playground dan air mancur. Mohon untuk ditingkatkan kebersihan kolam air mancurnya yaa, biar ga ijo2 banget gituuuu 🤣🤣🤣  "
Rin,4,2 tahun lalu,"Kalau datang malam minggu jadinya lautan manusia, apalagi di area pasar malamnya. Plus, macet banget jalan, buat yang bawa mobil susah nyari parkirnya. Tapi emang disini vibes keramaiannya yang dicari. Cocok aslinya buat tengak-tenguk gabut ngliatin orang lalu-lalang. Cuman sayang masih banyak yang buang sampah sembarangan, kayak di setiap tanaman/pot tuh nemu sampah kan eman ya :') Btw, ke sini kudu coba bianglala, murah cuma 5k per orang, emang semakin malem antriannya panjang banget tapi itu aslinya cepet sat set sat set jadi engga nunggu lama. Lumayan si soalnya di antara Malang-Batu yang punya bianglala gede with the view (+view parkiran motor) cuma alun-alun Batu.  "
Andi Sep Kurniawan,5,4 tahun lalu,"Dua kali berada di tempat ini. Bersama kenangan yang berbeda. Kesannya masih sama, kota batu yang selalu dirindukan. Bukan karena cerita yang seru namun tempat yang selalu terkenang. Alun-alun batu yang sangat mengesankan. Damai dengan keraimaiannya. Penjual berjejer rapi, saling menunggu tuan tamu yang akan singgah, membeli atau hanya bertanya saja. Kota batu penuh dengan kedinginan namun terkenang dalam kehangatan. Dikelilingi dengan beberapa ruko yang didalamnya menjual berbagai menu berbeda, ada indomart, cafe, ruko makanan dan lain sebagainya. Disisi lain, ada masjid annur yang sangat indah. Taman alun-alun kota batu yanh sangat rapi, bersih dan indah. Mengumpulkan cerita di setiap manusia yang datang hanya singgah sementara. Meninggalkan kesan mendalam, membekas hingga didasar ingatan.  1 "
Achmad Noufaldi Hilmi Atha,5,3 bulan lalu,cocok buat nyari sarapan pagi  
Matthew Sapan,5,4 bulan lalu,Salah satu tempat ramai malam hari di Malang saya kemarin liburan ke Malang Terus malamnya mampir kesini asli dingin beut dan deket alun alun malang ini juga ada salah satu ketan yang cukup ramai dan enak  
Ana Urbah,5,3 tahun lalu,"Alun-Alun nya baguss, luas dan tertata. ada wahana kincir angin komidi putar nyaa yg tiketnya cuma 5ribu rupiah per orang. Suasananya juga sejuk, ramai. Banyak jual makanan juga di sebrang. 😍 Apalagi pas sabtu malam, ruaaameeeee buaaangettttt. …  "
Gagas Satrio Wibowo,5,2 bulan lalu,Adem dan nyaman ada taman bermain juga  
M Junaidi,4,9 bulan lalu,"Jika tertarik melihat banyak orang berkumpul, maka disini tempatnya. Kuliner cukup banyak baik yg antri maupun tidak antri. Harga makanan masih tergolong wajar.  "
kama handika,5,4 tahun lalu,"Alun alun nya menarik karena di dalem nya banyak fasilitas bermain untuk anak anak maupun juga untuk orang dewasa. Terdapat bianglala nya juga. Buat nongkrong juga asik karena di sekitar alun alun banyak cafe, serta juga banyak aneka stand makanan dan oleh oleh bagi pengunjung yang datang. Gk perlu bawa banyak duit kalo ke sini. Yg penting bawa banyak temen biar kalo disana gk bengong mau ngapain kalo gk ada temen yg diajak ngobrol  "
Khairul Umam,5,setahun lalu,Cukup bersih. Kalau malam hari pastinya rame. Kalau siang banyak kios yang tutup.  
Thiyar wulandari,3,3 tahun lalu,"Ada disediakan pintu masuk dan keluar alun-alun Batu, karena dipager muter. Ada bianglala harga tiketnya 5rb. Ada air mancur, taman, toillet dan 2 ruangan atau bangunan buah apel.  "
Cemploxayu dolanningratan,5,2 tahun lalu,"Tempat wisata yang cocok untuk keluarga apalagi anak anak karena didalam banya mainan anak, tempat bersih ,toilet bersih,ada pasar/foodcourt yang menyediakan berbagai macam pilihan makanan"
Putri Ayu,4,setahun lalu,Malioboro nya malang Tiap ke malang selalu mampir ke alun² batu Siang udah rame makin malam tambah rame Cocok buat nongkrong santai sambil jajan  
Mia Amiasih,5,2 tahun lalu, 
shal faishal,4,2 tahun lalu,Terakhir kesini saat jaman kuliah PKL nya belum terlalu banyak. Baru saja iseng mampir ternyata sudah seperti pasar malam sangat ramai karena saat musim liburan.  
Bert Bunarto,5,3 tahun lalu,"Alun alun terletak ditengah kota Batu, untuk parkir mobil bisa di seberang alun alun di food center atau di Plaza batu. Udaranya sejuk, ada permainan di dalamnya, ada patung sapi dan suasananya asri. Bisa naik delman dari sini mengelilingi kota  2 "
Ika Handayani,4,setahun lalu, 
Indra Dwi H,5,9 bulan lalu,"Tempat yg cocok untuk berlibur dan berkumpul dengan keluar di taman, dan begitu banyak kuliner yg tersedia 🥰 Ada wahana untuk anak² bermain.."
Diana,5,setahun lalu,"Cari makan? Udah gak usah ditanya, dateng aja kesini! Makanannya super banyak, affordable, enak luar biasa. Mau makan berat sampai enteng ada, tempat duduk duduknya aja yang kurang hahah. Lain kali bakal datang untuk menjelajah lagi!  "
Yuyud Utomo,5,setahun lalu,"Syahdu, rame, macet, cari parkir susah. Tapi menyenangkan banyak kulinernya...  "
Sugianah Sugianah,5,4 tahun lalu,"Dari makanan sampek wahana untuk anak2 ada semua disni , bener banget kalo ke batu wajib kesini , harga sesuai kantong tapi bisa buat anak dan keluarga bahagia 👍🏽👍🏽 alun alun batu emang topppp …  "
Nurul maa,5,9 bulan lalu,"Buat yg mau duduk santai dg kluarga bisalah direkomendasikan ke sini, tempatnya asik,bersih,rindang,fasilitas lengkap. Yg mau wisata kulineran,jajan2 juga banyak pilihan,tp hati2 y gais ada 1 2 pedagang yg ngejual dg harga yg gk ngotak,mending sebelum beli,tanya harga dulu biar gk syok😁 …  "
Max Davidson,5,setahun lalu,Tempatnya ramai cocok buat food hunting atau sekedar santai sejenak  
Hapsari Siwi Radityawati,5,2 tahun lalu,"Ikon Kota Batu alun alun yang ada ditengah kota Batu objek wisata yang tidak pernah sepi selalu ramai pengunjung banyak warung makanan, jajanan gerobakan juga banyak, area parkir luas bisa duduk2 dan makan di tengah alun alunnya ada bianglalanya juga, setau saya beroprasi hanya di malam hari sangat recom kesini malam hari, krna suasana nya dingin  "
Rahmat Hidayat,5,setahun lalu,Alun-alun tidak terlalu ramai kalau Sabtu dan Minggu ada jajanan yang enak dan harus hati hati dari kang copet  
Yulia Anggraini,5,3 tahun lalu,"Situasi cukup ramai, banyak penjual makanan salah satunya adalah ketan legend yang wajib di kunjungi kalau ke sana. Ada biang Lala"" cukup bayar 5000.  2 "
Seyken Kitahara,5,setahun lalu,"Senang banget bisa ketempat ini, alun alunya bagus bersih. Dan sangat ramai ketik minggu. Insyaallah kalo ada rezeki datang lagi ke tempat ini. Tahun kemarin 5 kali ketempat ini, setiap kesini selalu naik skuter. Cocok untuk bersantai atau jalan jalan"
Adhe Yoichi,5,setahun lalu,"Sangat cocok untuk refreshing dengan anak"", krn ada playgroundnya dan beberapa permainan seperti kincir ria. Tapi sudah 2 kali kesana kincir rianya masih dalam perawatan,. Selain itu juga ada persewaan kuda dan dokar, anak"" senang 😄  "
Umi Nadliroh,5,2 tahun lalu, 
Arynda Findi,5,4 tahun lalu,"Duinggiiiinnn 🥶 Tapi seru ! Itu yang ingin saya ungkap. Disini udaranya sangat sejuk, bebas polusi, penduduknya ramah, tempat nya bersih. Sudah memenuhi standart kesehatan, cuci tangan sebelum masuk dan wajib masker.  6 "
Wilda Febiani,5,3 tahun lalu,Banyak jajanan di sekitar alun² kita Batu.  1 
Afiko Ilham Akbar Maulana,5,setahun lalu,Sangat cocok untuk liburan bersama anak-anak dan keluarga Ada beragam wahana wisata yang direkomendasikan untuk anak-anak  
Yoana Puspitorini,5,2 tahun lalu,"Menyenangkan sekali suasananya, banyak penjual makanan, mainan, odong-odong buat yang bawa bocah, naik mobil keliling dengan biaya 45.000 lumayanlah bocilnya happy. Waktu kesana bianglala tidak beroperasi katanya dalam perbaikan. Mungkin next time bisa mengajak bocah kesini lagi naik bianglala  1 "
NINDYA wardani,5,setahun lalu,Enak buat ajak keluarga terutama yg punya anak kecil sama doyan wisata kuliner banyak banget pilihannya  
Eryaza Vivianti,5,4 tahun lalu,"Udah beberapa kali kesini karna ga pernah bosen, naik bianglala, banyak yg jual jajan2 dan ga lupa beli susu dong biasanya sampai antri2 dan di alun2 nya sendiri mematuhi protokol ya guys di larang merokok ya kalau di dalam alun2 tetap jaga kebersihan  "
Muhibbatul Ma'rifah,5,3 tahun lalu, 13 
